# number of observations n 
 450 
# number of categories m 
 4 
# dimension of parameter vector p 
 5 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 15 
# response counts Y 
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 -2.51728710712614 -0.123054841233303 -0.246993519441194
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 0.47508916823491 -0.178536700794029 -1.40880810647329
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.332811622947766 -1.92175276573322 -0.0976688352248828
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -0.214932874187119 -1.26181091143161 -0.800356626572415
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -2.01431883486385 -0.0521517439382428 0.123795840988096
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -4.00641208659006 -1.28349385855705 -0.40450901847938
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 -0.792317327843352 -0.600484567380946 -3.29832252275645
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 0.19639498009714 -0.425949487280135 0.0126443451886511
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 -0.260810178921043 0.449246273824098 -0.295520250728692
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
0 1.84965879900415 1.38921721524104 2.06735124428855
# number of prediction rows npred 
 450 
# prediction matrix Xpred 
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
