# number of observations n 
 352 
# number of categories m 
 4 
# dimension of parameter vector p 
 6 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 12 
# response counts Y 
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0344121390121232 -0.0348310386257182
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0389489622952537 -0.0291162440506886
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0434857855783842 -0.0226317599140891
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0480226088615147 -0.0153775862159197
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0525594321446451 -0.00735372295618036
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0570962554277756 0.00143982986512891
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0616330787109061 0.011003072248008
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0661699019940366 0.021336004192457
1 0.333333333333333 0.333333333333333 0.333333333333333 0.070706725277167 0.0324386256984759
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0752435485602975 0.0443109367660646
1 0.333333333333333 0.333333333333333 0.333333333333333 0.079780371843428 0.0569529373952233
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0843171951265584 0.0703646275859518
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0888540184096889 0.0845460073382503
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0933908416928194 0.0994970766521186
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0979276649759499 0.115217835527557
1 0.333333333333333 0.333333333333333 0.333333333333333 0.10246448825908 0.131708283964565
1 0.333333333333333 0.333333333333333 0.333333333333333 0.107001311542211 0.148968421963143
1 0.333333333333333 0.333333333333333 0.333333333333333 0.111538134825341 0.166998249523291
1 0.333333333333333 0.333333333333333 0.333333333333333 0.116074958108472 0.185797766645009
1 0.333333333333333 0.333333333333333 0.333333333333333 0.120611781391602 0.205366973328297
1 0.333333333333333 0.333333333333333 0.333333333333333 0.125148604674733 0.225705869573154
# conditional prediction matrix Xcondpred 
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
418.65 346.85 391 184.35
